[2022-06-14-08-39-12] induction: have people, enter card insert event
[2022-06-14-08-39-12] card in
[2022-06-14-08-39-12] mc action, enter card insert scene:day
[2022-06-21-15-06-31] 485 induc,id:6a,sta:0
[2022-06-21-15-07-55] 485 induc,id:61,sta:0
[2022-06-21-15-07-56] 485 induc,id:61,sta:0
[2022-06-21-15-07-56] 485 induc,id:61,sta:0
[2022-06-21-15-07-57] 485 induc,id:61,sta:1
[2022-06-21-15-07-58] 485 induc,id:61,sta:1
[2022-06-21-15-07-58] 485 induc,id:61,sta:1
[2022-06-21-15-08-02] 485 induc,id:6a,sta:1
[2022-06-21-15-08-03] 485 induc,id:6a,sta:1
[2022-06-21-15-08-03] 485 induc,id:6a,sta:1
[2022-06-21-15-08-27] 485 induc,id:6a,sta:0
[2022-06-21-15-08-27] 485 induc,id:6a,sta:0
[2022-06-21-15-08-28] 485 induc,id:6a,sta:0
[2022-06-21-15-08-31] 485 induc,id:6a,sta:1
[2022-06-21-15-08-32] 485 induc,id:6a,sta:1
[2022-06-21-15-08-32] 485 induc,id:6a,sta:1
[2022-06-21-15-08-38] 485 induc,id:6a,sta:0
[2022-06-21-15-08-39] 485 induc,id:6a,sta:0
[2022-06-21-15-08-39] 485 induc,id:6a,sta:0
[2022-06-21-15-09-52] 485 induc,id:61,sta:0
[2022-06-21-15-09-53] 485 induc,id:61,sta:0
[2022-06-21-15-09-53] 485 induc,id:61,sta:0
[2022-06-21-15-11-51] 485 induc,id:61,sta:1
[2022-06-21-15-11-51] 485 induc,id:61,sta:1
[2022-06-21-15-11-52] 485 induc,id:61,sta:1
[2022-06-21-15-13-13] 485 induc,id:61,sta:0
[2022-06-21-15-13-13] 485 induc,id:61,sta:0
[2022-06-21-15-13-14] 485 induc,id:61,sta:0
[2022-06-21-15-13-25] 485 induc,id:61,sta:1
[2022-06-21-15-13-25] 485 induc,id:61,sta:1
[2022-06-21-15-13-26] 485 induc,id:61,sta:1
[2022-06-21-15-13-52] 485 induc,id:6a,sta:1
[2022-06-21-15-13-52] 485 induc,id:6a,sta:1
[2022-06-21-15-13-53] 485 induc,id:6a,sta:1
[2022-06-21-15-13-59] 485 induc,id:6a,sta:0
[2022-06-21-15-14-00] 485 induc,id:6a,sta:0
[2022-06-21-15-14-00] 485 induc,id:6a,sta:0
[2022-06-21-15-19-11] 485 induc,id:6a,sta:1
[2022-06-21-15-19-12] 485 induc,id:6a,sta:1
[2022-06-21-15-19-12] 485 induc,id:6a,sta:1
[2022-06-21-15-19-18] 485 induc,id:6a,sta:0
[2022-06-21-15-19-19] 485 induc,id:6a,sta:0
[2022-06-21-15-19-19] 485 induc,id:6a,sta:0
[2022-06-21-15-20-55] 485 induc,id:61,sta:0
[2022-06-21-15-20-55] 485 induc,id:61,sta:0
[2022-06-21-15-20-56] 485 induc,id:61,sta:0
[2022-06-21-15-21-11] 485 induc,id:61,sta:1
[2022-06-21-15-21-12] 485 induc,id:61,sta:1
[2022-06-21-15-21-12] 485 induc,id:61,sta:1
[2022-06-21-15-21-13] 485 induc,id:6a,sta:1
[2022-06-21-15-21-13] 485 induc,id:6a,sta:1
[2022-06-21-15-21-14] 485 induc,id:6a,sta:1
[2022-06-21-15-21-20] 485 induc,id:6a,sta:0
[2022-06-21-15-21-20] 485 induc,id:6a,sta:0
[2022-06-21-15-21-21] 485 induc,id:6a,sta:0
[2022-06-21-15-24-21] 485 induc,id:6a,sta:1
[2022-06-21-15-24-21] 485 induc,id:6a,sta:1
[2022-06-21-15-24-28] 485 induc,id:6a,sta:0
[2022-06-21-15-24-29] 485 induc,id:6a,sta:0
[2022-06-21-15-24-29] 485 induc,id:6a,sta:0
[2022-06-21-15-24-50] 485 induc,id:6a,sta:1
[2022-06-21-15-24-50] 485 induc,id:6a,sta:1
[2022-06-21-15-25-05] 485 induc,id:6a,sta:0
[2022-06-21-15-25-06] 485 induc,id:6a,sta:0
[2022-06-21-15-25-07] 485 induc,id:6a,sta:0
[2022-06-21-15-25-10] 485 induc,id:6a,sta:1
[2022-06-21-15-25-11] 485 induc,id:6a,sta:1
[2022-06-21-15-25-11] 485 induc,id:6a,sta:1
[2022-06-21-15-25-17] 485 induc,id:6a,sta:0
[2022-06-21-15-25-18] 485 induc,id:6a,sta:0
[2022-06-21-15-25-18] 485 induc,id:6a,sta:0
[2022-06-21-15-25-23] 485 induc,id:6a,sta:1
[2022-06-21-15-25-23] 485 induc,id:6a,sta:1
[2022-06-21-15-25-24] 485 induc,id:6a,sta:1
[2022-06-21-15-25-30] 485 induc,id:6a,sta:0
[2022-06-21-15-25-30] 485 induc,id:6a,sta:0
[2022-06-21-15-25-31] 485 induc,id:6a,sta:0
[2022-06-21-15-26-47] 485 induc,id:60,sta:0
[2022-06-21-15-26-47] 485 induc,id:61,sta:0
[2022-06-21-15-26-47] 485 induc,id:60,sta:0
[2022-06-21-15-26-48] 485 induc,id:61,sta:0
[2022-06-21-15-26-48] 485 induc,id:60,sta:0
[2022-06-21-15-26-48] 485 induc,id:61,sta:0
[2022-06-21-15-56-44] mc open
[2022-06-21-15-56-45] 485 induc,id:61,sta:1
[2022-06-21-15-56-45] 485 induc,id:61,sta:1
[2022-06-21-15-56-46] 485 induc,id:61,sta:1
[2022-06-21-15-56-46] 485 induc,id:6a,sta:1
[2022-06-21-15-56-46] 485 induc,id:60,sta:1
[2022-06-21-15-56-47] 485 induc,id:6a,sta:1
[2022-06-21-15-56-47] 485 induc,id:60,sta:1
[2022-06-21-15-56-47] 485 induc,id:6a,sta:1
[2022-06-21-15-56-48] 485 induc,id:60,sta:1
[2022-06-21-15-57-06] 485 induc,id:6a,sta:0
[2022-06-21-15-57-07] 485 induc,id:6a,sta:0
[2022-06-21-15-57-07] 485 induc,id:6a,sta:0
[2022-06-21-15-58-23] 485 induc,id:61,sta:0
[2022-06-21-15-58-24] 485 induc,id:61,sta:0
[2022-06-21-15-58-24] 485 induc,id:61,sta:0
[2022-06-21-15-58-48] 485 induc,id:61,sta:1
[2022-06-21-15-58-49] 485 induc,id:61,sta:1
[2022-06-21-15-58-49] 485 induc,id:61,sta:1
[2022-06-21-16-00-38] 485 induc,id:61,sta:0
[2022-06-21-16-00-38] 485 induc,id:61,sta:0
[2022-06-21-16-00-39] 485 induc,id:61,sta:0
[2022-06-21-16-01-47] 485 induc,id:61,sta:1
[2022-06-21-16-01-47] 485 induc,id:61,sta:1
[2022-06-21-16-01-48] 485 induc,id:61,sta:1
[2022-06-21-16-03-09] 485 induc,id:61,sta:0
[2022-06-21-16-03-09] 485 induc,id:61,sta:0
[2022-06-21-16-03-10] 485 induc,id:61,sta:0
[2022-06-21-16-04-30] 485 induc,id:61,sta:1
[2022-06-21-16-04-30] 485 induc,id:61,sta:1
[2022-06-21-16-04-31] 485 induc,id:61,sta:1
[2022-06-21-16-04-32] 485 induc,id:6a,sta:1
[2022-06-21-16-04-32] 485 induc,id:6a,sta:1
[2022-06-21-16-04-33] 485 induc,id:6a,sta:1
[2022-06-21-16-04-39] 485 induc,id:6a,sta:0
[2022-06-21-16-04-39] 485 induc,id:6a,sta:0
[2022-06-21-16-04-40] 485 induc,id:6a,sta:0
[2022-06-21-16-04-44] 485 induc,id:6a,sta:1
[2022-06-21-16-04-44] 485 induc,id:6a,sta:1
[2022-06-21-16-04-45] 485 induc,id:6a,sta:1
[2022-06-21-16-04-48] mc close
[2022-06-21-16-04-50] 485 induc,id:6a,sta:0
[2022-06-21-16-04-51] 485 induc,id:6a,sta:0
[2022-06-21-16-04-52] 485 induc,id:6a,sta:0
[2022-06-21-16-06-06] 485 induc,id:60,sta:0
[2022-06-21-16-06-07] 485 induc,id:60,sta:0
[2022-06-21-16-06-07] 485 induc,id:60,sta:0
[2022-06-21-16-06-08] 485 induc,id:61,sta:0
[2022-06-21-16-06-09] 485 induc,id:61,sta:0
[2022-06-21-16-10-44] induction: no people timeout, enter card pull event
[2022-06-21-16-10-56] card out
[2022-06-21-19-03-57] mc open
[2022-06-21-19-03-57] 485 induc,id:60,sta:1
[2022-06-21-19-03-57] induction: have people, enter card insert event
[2022-06-21-19-03-58] 485 induc,id:61,sta:1
[2022-06-21-19-03-58] card in
[2022-06-21-19-03-58] mc action, enter card insert scene:night
[2022-06-21-19-03-58] 485 induc,id:60,sta:1
[2022-06-21-19-03-58] 485 induc,id:61,sta:1
[2022-06-21-19-03-58] 485 induc,id:60,sta:1
[2022-06-21-19-03-59] 485 induc,id:61,sta:1
[2022-06-21-19-04-01] 485 induc,id:6a,sta:1
[2022-06-21-19-04-07] 485 induc,id:6a,sta:0
[2022-06-21-19-04-07] 485 induc,id:6a,sta:0
[2022-06-21-19-04-08] 485 induc,id:6a,sta:0
[2022-06-21-19-05-19] 485 induc,id:61,sta:0
[2022-06-21-19-05-20] 485 induc,id:61,sta:0
[2022-06-21-19-05-20] 485 induc,id:61,sta:0
[2022-06-21-19-06-29] R2000 power up
[2022-06-21-19-06-31] R2000 init ok
[2022-06-21-19-06-31] air style:1, stopUse:0, rentSta:0
[2022-06-21-19-06-31] statusIntervelTime:60, inducMcOpenTime:1, inducTimeOut:5 
[2022-06-21-19-06-35] induction: have people, enter card insert event
[2022-06-21-19-06-35] system reset, Do not handle card insert event 
[2022-06-21-19-06-41] rs485 air thread start
[2022-06-21-19-07-05] sos open
[2022-06-21-19-07-08] 485 induc,id:60,sta:0
[2022-06-21-19-07-08] 485 induc,id:60,sta:0
[2022-06-21-19-07-09] 485 induc,id:60,sta:0
[2022-06-21-19-07-10] 485 induc,id:61,sta:0
[2022-06-21-19-07-11] 485 induc,id:61,sta:0
[2022-06-21-19-07-11] 485 induc,id:61,sta:0
[2022-06-21-19-12-16] induction: no people timeout, enter card pull event
[2022-06-21-19-12-28] card out
[2022-06-21-23-01-28] 485 induc,id:61,sta:1
[2022-06-21-23-01-29] 485 induc,id:61,sta:1
[2022-06-21-23-01-29] 485 induc,id:61,sta:1
[2022-06-21-23-01-46] 485 induc,id:60,sta:1
[2022-06-21-23-01-46] 485 induc,id:60,sta:1
[2022-06-21-23-01-47] 485 induc,id:60,sta:1
[2022-06-21-23-02-51] 485 induc,id:60,sta:0
[2022-06-21-23-02-52] 485 induc,id:60,sta:0
[2022-06-21-23-02-52] 485 induc,id:60,sta:0
[2022-06-21-23-03-07] 485 induc,id:61,sta:0
[2022-06-21-23-03-07] 485 induc,id:61,sta:0
[2022-06-21-23-03-08] 485 induc,id:61,sta:0
[2022-06-21-23-16-27] 485 induc,id:60,sta:1
[2022-06-21-23-16-28] 485 induc,id:60,sta:1
[2022-06-21-23-16-28] 485 induc,id:60,sta:1
[2022-06-21-23-17-41] 485 induc,id:60,sta:0
[2022-06-21-23-17-42] 485 induc,id:60,sta:0
[2022-06-21-23-17-42] 485 induc,id:60,sta:0
[2022-06-22-10-48-22] R2000 power up
[2022-06-22-10-48-24] R2000 init ok
[2022-06-22-10-48-24] air style:1, stopUse:0, rentSta:0
[2022-06-22-10-48-24] statusIntervelTime:60, inducMcOpenTime:1, inducTimeOut:5 
[2022-06-22-10-48-28] induction: have people, enter card insert event
[2022-06-22-10-48-28] system reset, Do not handle card insert event 
[2022-06-22-10-48-34] rs485 air thread start
[2022-06-22-10-48-58] sos open
[2022-06-22-10-49-23] 485 induc,id:61,sta:0
[2022-06-22-10-49-23] 485 induc,id:61,sta:0
[2022-06-22-10-49-24] 485 induc,id:60,sta:0
[2022-06-22-10-49-24] 485 induc,id:61,sta:0
[2022-06-22-10-49-24] 485 induc,id:60,sta:0
[2022-06-22-10-49-25] 485 induc,id:60,sta:0
[2022-06-22-10-54-09] induction: no people timeout, enter card pull event
[2022-06-22-10-54-21] card out
[2022-06-22-10-58-06] 485 induc,id:61,sta:1
[2022-06-22-10-58-07] 485 induc,id:61,sta:1
[2022-06-22-10-58-07] 485 induc,id:61,sta:1
[2022-06-22-10-59-53] 485 induc,id:61,sta:0
[2022-06-22-10-59-53] 485 induc,id:61,sta:0
[2022-06-22-10-59-54] 485 induc,id:61,sta:0
[2022-06-22-11-27-09] 485 induc,id:61,sta:1
[2022-06-22-11-27-09] 485 induc,id:61,sta:1
[2022-06-22-11-27-10] 485 induc,id:61,sta:1
[2022-06-22-11-28-47] 485 induc,id:61,sta:0
[2022-06-22-11-28-48] 485 induc,id:61,sta:0
[2022-06-22-11-28-48] 485 induc,id:61,sta:0
[2022-06-22-12-17-03] 485 induc,id:61,sta:1
[2022-06-22-12-17-03] 485 induc,id:6a,sta:1
[2022-06-22-12-17-03] 485 induc,id:61,sta:1
[2022-06-22-12-17-04] 485 induc,id:6a,sta:1
[2022-06-22-12-17-04] 485 induc,id:61,sta:1
[2022-06-22-12-17-04] 485 induc,id:60,sta:1
[2022-06-22-12-17-04] 485 induc,id:6a,sta:1
[2022-06-22-12-17-04] 485 induc,id:60,sta:1
[2022-06-22-12-17-05] 485 induc,id:60,sta:1
[2022-06-22-12-17-10] 485 induc,id:6a,sta:0
[2022-06-22-12-17-11] 485 induc,id:6a,sta:0
[2022-06-22-12-17-11] 485 induc,id:6a,sta:0
[2022-06-22-12-18-14] 485 induc,id:6a,sta:1
[2022-06-22-12-18-15] 485 induc,id:6a,sta:1
[2022-06-22-12-18-15] 485 induc,id:6a,sta:1
[2022-06-22-12-18-21] 485 induc,id:6a,sta:0
[2022-06-22-12-18-22] 485 induc,id:6a,sta:0
[2022-06-22-12-18-22] 485 induc,id:6a,sta:0
[2022-06-22-12-19-31] 485 induc,id:60,sta:0
[2022-06-22-12-19-32] 485 induc,id:60,sta:0
[2022-06-22-12-19-32] 485 induc,id:60,sta:0
[2022-06-22-12-19-38] 485 induc,id:61,sta:0
[2022-06-22-12-19-39] 485 induc,id:61,sta:0
[2022-06-22-12-19-39] 485 induc,id:61,sta:0
[2022-06-22-13-46-19] 485 induc,id:61,sta:1
[2022-06-22-13-46-19] 485 induc,id:61,sta:1
[2022-06-22-13-46-20] 485 induc,id:61,sta:1
[2022-06-22-13-46-20] 485 induc,id:60,sta:1
[2022-06-22-13-46-21] 485 induc,id:60,sta:1
[2022-06-22-13-46-21] 485 induc,id:60,sta:1
[2022-06-22-13-46-24] 485 induc,id:6a,sta:1
[2022-06-22-13-46-25] 485 induc,id:6a,sta:1
[2022-06-22-13-46-25] 485 induc,id:6a,sta:1
[2022-06-22-13-46-31] 485 induc,id:6a,sta:0
[2022-06-22-13-46-32] 485 induc,id:6a,sta:0
[2022-06-22-13-46-32] 485 induc,id:6a,sta:0
[2022-06-22-13-47-41] 485 induc,id:61,sta:0
[2022-06-22-13-47-41] 485 induc,id:61,sta:0
[2022-06-22-13-47-42] 485 induc,id:61,sta:0
[2022-06-22-13-47-42] 485 induc,id:60,sta:0
[2022-06-22-13-47-43] 485 induc,id:60,sta:0
[2022-06-22-13-47-43] 485 induc,id:60,sta:0
[2022-06-22-14-41-49] 485 induc,id:61,sta:1
[2022-06-22-14-41-50] 485 induc,id:61,sta:1
[2022-06-22-14-41-50] 485 induc,id:61,sta:1
[2022-06-22-14-44-00] 485 induc,id:61,sta:0
[2022-06-22-14-44-01] 485 induc,id:61,sta:0
[2022-06-22-14-44-01] 485 induc,id:61,sta:0
[2022-06-22-14-44-31] 485 induc,id:61,sta:1
[2022-06-22-14-44-31] 485 induc,id:61,sta:1
[2022-06-22-14-44-32] 485 induc,id:6a,sta:1
[2022-06-22-14-44-32] 485 induc,id:61,sta:1
[2022-06-22-14-44-32] 485 induc,id:6a,sta:1
[2022-06-22-14-44-33] 485 induc,id:6a,sta:1
[2022-06-22-14-44-34] 485 induc,id:60,sta:1
[2022-06-22-14-44-34] 485 induc,id:60,sta:1
[2022-06-22-14-44-35] 485 induc,id:60,sta:1
[2022-06-22-14-44-39] 485 induc,id:6a,sta:0
[2022-06-22-14-44-39] 485 induc,id:6a,sta:0
[2022-06-22-14-44-40] 485 induc,id:6a,sta:0
[2022-06-22-14-45-04] 485 induc,id:6a,sta:1
[2022-06-22-14-45-05] 485 induc,id:6a,sta:1
[2022-06-22-14-45-05] 485 induc,id:6a,sta:1
[2022-06-22-14-45-11] 485 induc,id:6a,sta:0
[2022-06-22-14-45-12] 485 induc,id:6a,sta:0
[2022-06-22-14-45-12] 485 induc,id:6a,sta:0
[2022-06-22-14-46-15] 485 induc,id:6a,sta:1
[2022-06-22-14-46-15] 485 induc,id:6a,sta:1
[2022-06-22-14-46-16] 485 induc,id:6a,sta:1
[2022-06-22-14-46-22] 485 induc,id:6a,sta:0
[2022-06-22-14-46-22] 485 induc,id:6a,sta:0
[2022-06-22-14-46-23] 485 induc,id:6a,sta:0
[2022-06-22-14-46-59] 485 induc,id:6a,sta:1
[2022-06-22-14-46-59] 485 induc,id:6a,sta:1
[2022-06-22-14-47-00] 485 induc,id:6a,sta:1
[2022-06-22-14-47-06] 485 induc,id:6a,sta:0
[2022-06-22-14-47-06] 485 induc,id:6a,sta:0
[2022-06-22-14-47-07] 485 induc,id:6a,sta:0
[2022-06-22-14-48-15] 485 induc,id:60,sta:0
[2022-06-22-14-48-15] 485 induc,id:60,sta:0
[2022-06-22-14-48-16] 485 induc,id:60,sta:0
[2022-06-22-14-48-20] 485 induc,id:61,sta:0
[2022-06-22-14-48-21] 485 induc,id:61,sta:0
[2022-06-22-14-48-21] 485 induc,id:61,sta:0
[2022-06-22-15-01-13] 485 induc,id:60,sta:1
[2022-06-22-15-01-13] 485 induc,id:61,sta:1
[2022-06-22-15-01-13] 485 induc,id:60,sta:1
[2022-06-22-15-01-14] 485 induc,id:61,sta:1
[2022-06-22-15-01-14] 485 induc,id:60,sta:1
[2022-06-22-15-01-14] 485 induc,id:61,sta:1
[2022-06-22-15-02-18] 485 induc,id:60,sta:0
[2022-06-22-15-02-19] 485 induc,id:61,sta:0
[2022-06-22-15-02-19] 485 induc,id:60,sta:0
[2022-06-22-15-02-19] 485 induc,id:60,sta:0
[2022-06-22-15-02-19] 485 induc,id:61,sta:0
[2022-06-22-15-02-20] 485 induc,id:61,sta:0
[2022-06-22-16-40-30] 485 induc,id:60,sta:1
[2022-06-22-16-40-31] 485 induc,id:60,sta:1
[2022-06-22-16-40-32] 485 induc,id:60,sta:1
[2022-06-22-16-41-36] 485 induc,id:60,sta:0
[2022-06-22-16-41-37] 485 induc,id:60,sta:0
[2022-06-22-16-41-37] 485 induc,id:60,sta:0
[2022-06-22-16-42-02] 485 induc,id:61,sta:1
[2022-06-22-16-42-02] 485 induc,id:61,sta:1
[2022-06-22-16-42-03] 485 induc,id:61,sta:1
[2022-06-22-16-42-13] 485 induc,id:60,sta:1
[2022-06-22-16-42-14] 485 induc,id:60,sta:1
[2022-06-22-16-42-14] 485 induc,id:60,sta:1
[2022-06-22-16-43-19] 485 induc,id:60,sta:0
[2022-06-22-16-43-19] 485 induc,id:60,sta:0
[2022-06-22-16-43-20] 485 induc,id:60,sta:0
[2022-06-22-16-43-25] 485 induc,id:60,sta:1
[2022-06-22-16-43-25] 485 induc,id:60,sta:1
[2022-06-22-16-43-26] 485 induc,id:60,sta:1
[2022-06-22-16-43-40] 485 induc,id:61,sta:0
[2022-06-22-16-43-40] 485 induc,id:61,sta:1
[2022-06-22-16-43-41] 485 induc,id:61,sta:1
[2022-06-22-16-43-41] 485 induc,id:61,sta:1
[2022-06-22-16-44-39] 485 induc,id:60,sta:0
[2022-06-22-16-44-39] 485 induc,id:60,sta:0
[2022-06-22-16-44-40] 485 induc,id:60,sta:0
[2022-06-22-16-45-10] 485 induc,id:61,sta:0
[2022-06-22-16-45-11] 485 induc,id:61,sta:0
[2022-06-22-16-45-11] 485 induc,id:61,sta:0
[2022-06-22-16-47-55] 485 induc,id:61,sta:1
[2022-06-22-16-47-55] 485 induc,id:61,sta:1
[2022-06-22-16-47-56] 485 induc,id:61,sta:1
[2022-06-22-16-49-17] 485 induc,id:61,sta:0
[2022-06-22-16-49-17] 485 induc,id:61,sta:0
[2022-06-22-16-49-18] 485 induc,id:61,sta:0
[2022-06-22-16-49-34] 485 induc,id:61,sta:1
[2022-06-22-16-49-35] 485 induc,id:61,sta:1
[2022-06-22-16-49-35] 485 induc,id:61,sta:1
[2022-06-22-16-50-48] 485 induc,id:61,sta:0
[2022-06-22-16-50-49] 485 induc,id:61,sta:0
[2022-06-22-16-50-49] 485 induc,id:61,sta:0
[2022-06-22-16-58-46] 485 induc,id:61,sta:1
[2022-06-22-16-58-47] 485 induc,id:61,sta:1
[2022-06-22-16-58-47] 485 induc,id:61,sta:1
[2022-06-22-17-00-05] 485 induc,id:61,sta:0
[2022-06-22-17-00-06] 485 induc,id:61,sta:0
[2022-06-22-17-00-06] 485 induc,id:61,sta:0
[2022-06-22-17-22-52] 485 induc,id:61,sta:1
[2022-06-22-17-22-53] 485 induc,id:61,sta:1
[2022-06-22-17-22-53] 485 induc,id:61,sta:1
[2022-06-22-17-24-06] 485 induc,id:61,sta:0
[2022-06-22-17-24-06] 485 induc,id:61,sta:0
[2022-06-22-17-24-07] 485 induc,id:61,sta:0
[2022-06-22-17-34-26] 485 induc,id:60,sta:1
[2022-06-22-17-34-27] 485 induc,id:60,sta:1
[2022-06-22-17-34-28] 485 induc,id:60,sta:1
[2022-06-22-17-34-41] 485 induc,id:61,sta:1
[2022-06-22-17-34-41] 485 induc,id:61,sta:1
[2022-06-22-17-34-42] 485 induc,id:61,sta:1
[2022-06-22-17-35-32] 485 induc,id:60,sta:0
[2022-06-22-17-35-33] 485 induc,id:60,sta:0
[2022-06-22-17-35-33] 485 induc,id:60,sta:0
[2022-06-22-17-35-46] 485 induc,id:61,sta:0
[2022-06-22-17-35-47] 485 induc,id:61,sta:0
[2022-06-22-17-35-48] 485 induc,id:61,sta:0
[2022-06-23-08-02-37] 485 induc,id:61,sta:1
[2022-06-23-08-02-37] 485 induc,id:61,sta:1
[2022-06-23-08-02-37] 485 induc,id:6a,sta:1
[2022-06-23-08-02-38] 485 induc,id:61,sta:1
[2022-06-23-08-02-38] 485 induc,id:6a,sta:1
[2022-06-23-08-02-38] 485 induc,id:6a,sta:1
[2022-06-23-08-02-44] 485 induc,id:6a,sta:0
[2022-06-23-08-02-46] 485 induc,id:6a,sta:0
[2022-06-23-08-05-04] 485 induc,id:61,sta:0
[2022-06-23-08-05-05] 485 induc,id:61,sta:0
[2022-06-23-09-14-24] 485 induc,id:61,sta:1
[2022-06-23-09-14-24] 485 induc,id:61,sta:1
[2022-06-23-09-14-25] 485 induc,id:6a,sta:1
[2022-06-23-09-14-25] 485 induc,id:61,sta:1
[2022-06-23-09-14-25] 485 induc,id:6a,sta:1
[2022-06-23-09-14-26] 485 induc,id:6a,sta:1
[2022-06-23-09-14-32] 485 induc,id:6a,sta:0
[2022-06-23-09-14-32] 485 induc,id:6a,sta:0
[2022-06-23-09-14-33] 485 induc,id:6a,sta:0
[2022-06-23-09-15-54] 485 induc,id:61,sta:0
[2022-06-23-09-15-55] 485 induc,id:61,sta:0
[2022-06-23-09-15-55] 485 induc,id:61,sta:0
[2022-06-23-09-16-01] 485 induc,id:61,sta:1
[2022-06-23-09-16-02] 485 induc,id:61,sta:1
[2022-06-23-09-17-23] 485 induc,id:61,sta:0
[2022-06-23-09-17-24] 485 induc,id:61,sta:0
[2022-06-23-09-18-10] 485 induc,id:61,sta:1
[2022-06-23-09-18-10] 485 induc,id:61,sta:1
[2022-06-23-09-18-11] 485 induc,id:61,sta:1
[2022-06-23-09-19-15] 485 induc,id:61,sta:0
[2022-06-23-09-19-16] 485 induc,id:61,sta:0
[2022-06-23-09-19-16] 485 induc,id:61,sta:0
[2022-06-23-09-20-36] 485 induc,id:61,sta:1
[2022-06-23-09-20-37] 485 induc,id:61,sta:1
[2022-06-23-09-20-37] 485 induc,id:61,sta:1
[2022-06-23-09-21-43] 485 induc,id:6a,sta:1
[2022-06-23-09-21-44] 485 induc,id:6a,sta:1
[2022-06-23-09-21-44] 485 induc,id:6a,sta:1
[2022-06-23-09-21-50] 485 induc,id:6a,sta:0
[2022-06-23-09-21-51] 485 induc,id:6a,sta:0
[2022-06-23-09-23-04] 485 induc,id:61,sta:0
[2022-06-23-09-23-04] 485 induc,id:61,sta:0
[2022-06-23-09-23-05] 485 induc,id:61,sta:0
[2022-06-23-09-31-50] 485 induc,id:61,sta:1
[2022-06-23-09-31-50] 485 induc,id:61,sta:1
[2022-06-23-09-31-51] 485 induc,id:61,sta:1
[2022-06-23-09-32-53] 485 induc,id:6a,sta:1
[2022-06-23-09-32-53] 485 induc,id:6a,sta:1
[2022-06-23-09-32-54] 485 induc,id:6a,sta:1
[2022-06-23-09-33-00] 485 induc,id:6a,sta:0
[2022-06-23-09-33-00] 485 induc,id:6a,sta:0
[2022-06-23-09-33-01] 485 induc,id:6a,sta:0
[2022-06-23-09-34-09] 485 induc,id:61,sta:0
[2022-06-23-09-34-10] 485 induc,id:61,sta:0
[2022-06-23-09-34-10] 485 induc,id:61,sta:0
[2022-06-23-09-35-24] 485 induc,id:61,sta:1
[2022-06-23-09-35-24] 485 induc,id:61,sta:1
[2022-06-23-09-35-39] 485 induc,id:60,sta:1
[2022-06-23-09-35-39] 485 induc,id:60,sta:1
[2022-06-23-09-35-40] 485 induc,id:60,sta:1
[2022-06-23-09-36-29] 485 induc,id:61,sta:0
[2022-06-23-09-36-30] 485 induc,id:61,sta:0
[2022-06-23-09-36-30] 485 induc,id:61,sta:0
[2022-06-23-09-36-45] 485 induc,id:60,sta:0
[2022-06-23-09-36-45] 485 induc,id:60,sta:0
[2022-06-23-09-36-46] 485 induc,id:60,sta:0
[2022-06-23-09-39-56] 485 induc,id:6a,sta:1
[2022-06-23-09-39-57] 485 induc,id:6a,sta:1
[2022-06-23-09-39-58] 485 induc,id:6a,sta:1
[2022-06-23-09-40-04] 485 induc,id:6a,sta:0
[2022-06-23-09-40-04] 485 induc,id:6a,sta:0
[2022-06-23-09-40-05] 485 induc,id:6a,sta:0
[2022-06-23-09-50-58] 485 induc,id:61,sta:1
[2022-06-23-09-50-58] 485 induc,id:6a,sta:1
[2022-06-23-09-50-59] 485 induc,id:61,sta:1
[2022-06-23-09-50-59] 485 induc,id:6a,sta:1
[2022-06-23-09-50-59] 485 induc,id:61,sta:1
[2022-06-23-09-51-00] 485 induc,id:6a,sta:1
[2022-06-23-09-51-05] 485 induc,id:6a,sta:0
[2022-06-23-09-51-06] 485 induc,id:6a,sta:0
[2022-06-23-09-51-06] 485 induc,id:6a,sta:0
[2022-06-23-09-52-20] 485 induc,id:61,sta:0
[2022-06-23-09-52-21] 485 induc,id:61,sta:0
[2022-06-23-09-52-21] 485 induc,id:61,sta:0
[2022-06-23-09-53-00] 485 induc,id:61,sta:1
[2022-06-23-09-53-00] 485 induc,id:6a,sta:1
[2022-06-23-09-53-00] 485 induc,id:61,sta:1
[2022-06-23-09-53-01] 485 induc,id:6a,sta:1
[2022-06-23-09-53-01] 485 induc,id:61,sta:1
[2022-06-23-09-53-01] 485 induc,id:6a,sta:1
[2022-06-23-09-53-05] 485 induc,id:60,sta:1
[2022-06-23-09-53-05] 485 induc,id:60,sta:1
[2022-06-23-09-53-06] 485 induc,id:60,sta:1
[2022-06-23-09-53-11] 485 induc,id:6a,sta:0
[2022-06-23-09-53-12] 485 induc,id:6a,sta:0
[2022-06-23-09-53-16] 485 induc,id:6a,sta:1
[2022-06-23-09-53-16] 485 induc,id:6a,sta:1
[2022-06-23-09-53-17] 485 induc,id:6a,sta:1
[2022-06-23-09-53-23] 485 induc,id:6a,sta:0
[2022-06-23-09-53-24] 485 induc,id:6a,sta:0
[2022-06-23-09-53-24] 485 induc,id:6a,sta:0
[2022-06-23-09-54-43] 485 induc,id:60,sta:0
[2022-06-23-09-54-43] 485 induc,id:60,sta:0
[2022-06-23-09-54-44] 485 induc,id:60,sta:0
[2022-06-23-09-54-47] 485 induc,id:61,sta:0
